fact_id,education_id,candidate_id,skills_id,time_id,employment_status,salary,job_sector
131,131,4,2,130,Unemployed,0,N/A
132,132,104,4,131,Employed,60884,Healthcare
133,133,49,3,132,Continuing Education,0,N/A
134,134,101,1,133,Employed,64270,IT
135,135,106,1,134,Employed,31675,Finance
136,136,54,8,135,Continuing Education,0,N/A
137,137,107,2,136,Continuing Education,0,N/A
138,138,108,3,137,Unemployed,0,N/A
139,139,109,1,138,Employed,94142,Finance
140,140,110,5,139,Employed,44023,Retail
141,141,111,8,140,Employed,54299,Consulting
142,142,106,4,141,Employed,58406,Healthcare
143,143,46,2,142,Unemployed,0,N/A
144,144,112,3,143,Unemployed,0,N/A
145,145,105,7,144,Continuing Education,0,N/A
146,146,111,3,31,Unemployed,0,N/A
147,147,12,4,145,Unemployed,0,N/A
148,148,113,8,146,Unemployed,0,N/A
149,149,114,5,147,Employed,36887,Education
150,150,115,4,148,Employed,45808,Consulting
151,151,116,8,149,Employed,51642,Other
152,152,117,3,150,Continuing Education,0,N/A
153,153,85,4,151,Unemployed,0,N/A
154,154,86,5,152,Employed,49492,Consulting
155,155,118,2,127,Unemployed,0,N/A
156,156,109,3,153,Unemployed,0,N/A
157,157,85,4,154,Continuing Education,0,N/A
158,158,119,6,155,Unemployed,0,N/A
159,159,120,3,156,Unemployed,0,N/A
160,160,121,8,94,Unemployed,0,N/A
161,161,122,1,157,Employed,49666,Retail
162,162,101,5,158,Employed,38018,Healthcare
163,163,107,2,159,Unemployed,0,N/A
164,164,72,3,73,Employed,58466,Other
165,165,123,5,160,Employed,57894,Other
166,166,124,8,161,Employed,46900,Consulting
167,167,41,3,162,Continuing Education,0,N/A
168,168,3,5,163,Continuing Education,0,N/A
169,169,125,6,164,Unemployed,0,N/A
170,170,126,3,165,Employed,92945,Engineering
171,171,127,3,166,Employed,59915,Retail
172,172,128,5,167,Employed,89355,Engineering
173,173,129,8,63,Employed,41835,Consulting
174,174,130,5,168,Employed,53833,Healthcare
175,175,131,5,169,Employed,29257,Education
176,176,132,5,170,Employed,37115,Consulting
177,177,100,2,171,Employed,47099,Consulting
178,178,133,3,172,Continuing Education,0,N/A
179,179,134,4,173,Employed,55146,Consulting
180,180,112,5,174,Employed,48670,Engineering
181,181,135,5,175,Employed,55882,Finance
182,182,136,4,79,Employed,65410,Other
183,183,122,5,176,Employed,49113,Retail
184,184,137,7,177,Unemployed,0,N/A
185,185,85,2,178,Continuing Education,0,N/A
186,186,23,3,179,Continuing Education,0,N/A
187,187,70,8,180,Continuing Education,0,N/A
188,188,138,4,181,Unemployed,0,N/A
189,189,54,4,182,Continuing Education,0,N/A
190,190,139,5,183,Employed,40327,Engineering
191,191,140,2,184,Employed,51768,Healthcare
192,192,141,3,185,Continuing Education,0,N/A
193,193,142,1,186,Employed,63948,Retail
194,194,57,5,187,Employed,49569,Retail
195,195,143,4,188,Unemployed,0,N/A
196,196,144,6,189,Continuing Education,0,N/A
197,197,72,4,190,Continuing Education,0,N/A
198,198,14,1,191,Continuing Education,0,N/A
199,199,9,5,192,Continuing Education,0,N/A
200,200,145,5,193,Continuing Education,0,N/A
201,201,146,7,194,Unemployed,0,N/A
202,202,32,4,195,Unemployed,0,N/A
203,203,147,3,196,Employed,64682,Other
204,204,148,7,197,Unemployed,0,N/A
205,205,149,3,198,Continuing Education,0,N/A
206,206,100,8,199,Employed,31209,Other
207,207,150,5,200,Employed,52089,Engineering
208,208,150,3,201,Continuing Education,0,N/A
209,209,151,3,202,Unemployed,0,N/A
210,210,152,3,203,Employed,40033,Engineering
211,211,5,6,204,Unemployed,0,N/A
212,212,104,2,205,Continuing Education,0,N/A
213,213,153,7,206,Employed,51483,Healthcare
214,214,8,4,133,Unemployed,0,N/A
215,215,127,3,207,Unemployed,0,N/A
216,216,154,5,208,Employed,27003,Engineering
217,217,155,1,209,Employed,41850,Other
218,218,156,6,210,Continuing Education,0,N/A
219,219,29,2,211,Unemployed,0,N/A
220,220,142,2,212,Continuing Education,0,N/A
221,221,157,5,213,Employed,31885,Other
222,222,143,7,214,Continuing Education,0,N/A
223,223,45,6,215,Employed,52399,Education
224,224,158,1,216,Employed,38240,IT
225,225,151,1,217,Employed,53236,Finance
226,226,159,5,218,Employed,61773,Consulting
227,227,39,8,135,Employed,83303,Consulting
228,228,15,4,219,Unemployed,0,N/A
229,229,146,6,220,Unemployed,0,N/A
230,230,148,7,221,Employed,77130,Retail
231,231,160,1,222,Continuing Education,0,N/A
232,232,161,1,223,Employed,87765,Engineering
233,233,162,6,224,Unemployed,0,N/A
234,234,163,2,225,Unemployed,0,N/A
235,235,164,4,226,Employed,55116,Education
236,236,142,1,227,Employed,98586,Consulting
237,237,165,6,228,Continuing Education,0,N/A
238,238,166,4,229,Unemployed,0,N/A
239,239,167,4,230,Continuing Education,0,N/A
240,240,133,8,231,Employed,61996,Education
241,241,19,7,232,Employed,60067,IT
242,242,114,3,233,Continuing Education,0,N/A
243,243,114,3,234,Unemployed,0,N/A
244,244,168,2,93,Continuing Education,0,N/A
245,245,169,8,235,Continuing Education,0,N/A
246,81,159,8,18,Employed,85917,Consulting
247,246,26,1,236,Employed,72875,Other
248,247,136,7,237,Continuing Education,0,N/A
249,248,58,1,238,Unemployed,0,N/A
250,249,170,6,239,Continuing Education,0,N/A
251,250,36,7,240,Continuing Education,0,N/A
252,251,79,5,241,Employed,49242,Healthcare
253,252,171,7,242,Continuing Education,0,N/A
254,253,172,1,243,Employed,51462,IT
255,254,119,5,244,Employed,45619,Education
256,255,162,6,245,Continuing Education,0,N/A
257,256,104,5,246,Employed,50700,Consulting
258,257,101,1,247,Employed,96117,Retail
259,258,155,4,248,Employed,57110,Engineering
260,259,24,5,249,Employed,95802,Education
261,260,173,3,250,Employed,99898,Education
262,261,76,3,251,Continuing Education,0,N/A
263,262,72,3,252,Unemployed,0,N/A
264,263,125,2,253,Unemployed,0,N/A
265,264,94,7,254,Unemployed,0,N/A
266,265,174,3,255,Continuing Education,0,N/A
267,266,17,3,256,Employed,89242,Engineering
268,267,16,3,257,Employed,58918,Healthcare
269,268,175,4,258,Unemployed,0,N/A
270,269,146,1,259,Employed,62566,Finance
271,270,176,2,260,Employed,44715,Other
272,271,60,5,261,Employed,42528,IT
273,272,176,5,262,Unemployed,0,N/A
274,273,24,4,263,Unemployed,0,N/A
275,274,89,5,264,Employed,43943,IT
276,275,177,3,265,Continuing Education,0,N/A
277,276,178,3,266,Employed,88324,Finance
278,277,152,6,267,Unemployed,0,N/A
279,278,179,2,224,Unemployed,0,N/A
280,279,144,7,268,Employed,72966,Education
281,280,105,4,269,Continuing Education,0,N/A
282,281,180,4,270,Continuing Education,0,N/A
283,282,119,2,271,Unemployed,0,N/A
284,283,92,8,272,Continuing Education,0,N/A
285,284,181,1,273,Unemployed,0,N/A
286,285,138,3,274,Employed,65756,Finance
287,146,58,1,275,Unemployed,0,N/A
288,286,182,8,276,Unemployed,0,N/A
289,287,183,3,277,Unemployed,0,N/A
290,288,2,8,278,Employed,42519,Engineering
291,289,184,5,279,Employed,52129,IT
292,290,69,4,280,Employed,57416,Other
293,291,96,4,281,Continuing Education,0,N/A
294,292,120,4,282,Employed,43937,Healthcare
295,293,135,8,283,Employed,45045,Retail
296,294,135,4,284,Continuing Education,0,N/A
297,295,185,4,285,Unemployed,0,N/A
298,296,83,8,286,Unemployed,0,N/A
299,297,186,5,287,Continuing Education,0,N/A
300,298,53,5,288,Employed,38796,Retail
301,299,40,3,289,Unemployed,0,N/A
302,300,187,6,290,Unemployed,0,N/A
303,301,188,3,291,Unemployed,0,N/A
304,302,83,8,292,Employed,33091,Other
305,303,14,3,293,Employed,95588,Retail
306,304,52,8,294,Employed,51929,Engineering
307,305,189,4,295,Unemployed,0,N/A
308,306,190,6,296,Continuing Education,0,N/A
309,307,132,6,297,Employed,91425,Retail
310,308,92,2,298,Continuing Education,0,N/A
311,309,191,3,299,Unemployed,0,N/A
312,310,192,8,300,Employed,82175,Consulting
313,311,193,7,301,Continuing Education,0,N/A
314,312,74,2,302,Employed,52863,Consulting
315,313,111,5,303,Employed,52100,Finance
316,314,3,6,304,Unemployed,0,N/A
317,315,194,6,305,Continuing Education,0,N/A
318,316,179,3,306,Unemployed,0,N/A
319,317,80,1,307,Employed,56316,Other
320,318,195,7,308,Continuing Education,0,N/A
321,319,138,6,309,Employed,84705,Other
322,320,52,5,310,Employed,68955,IT
323,321,196,1,311,Employed,56902,IT
324,322,120,4,312,Continuing Education,0,N/A
325,323,197,7,313,Unemployed,0,N/A
326,324,131,1,314,Employed,73541,Finance
327,325,198,8,315,Continuing Education,0,N/A
328,326,199,4,316,Continuing Education,0,N/A
329,327,200,1,317,Unemployed,0,N/A
330,328,201,1,318,Employed,42539,IT
331,329,202,2,319,Continuing Education,0,N/A
332,330,5,3,320,Unemployed,0,N/A
333,331,148,1,321,Employed,56064,Engineering
334,332,203,2,322,Continuing Education,0,N/A
335,333,204,3,323,Unemployed,0,N/A
336,334,148,8,324,Employed,30169,Education
337,335,46,5,325,Employed,43295,Healthcare
338,336,205,3,326,Employed,38041,Consulting
339,337,115,5,327,Employed,83344,Finance
340,338,206,1,269,Employed,38345,IT
341,339,207,5,328,Unemployed,0,N/A
342,340,188,2,329,Unemployed,0,N/A
343,341,148,3,330,Continuing Education,0,N/A
344,342,197,8,331,Continuing Education,0,N/A
345,343,63,7,332,Employed,87296,Other
346,344,25,5,333,Employed,38203,Consulting
347,345,14,1,334,Employed,85963,Other
348,346,55,4,335,Continuing Education,0,N/A
349,347,208,2,336,Unemployed,0,N/A
350,348,25,4,167,Continuing Education,0,N/A
351,349,209,2,204,Employed,61030,Retail
352,350,13,5,337,Employed,48406,IT
353,351,102,4,338,Continuing Education,0,N/A
354,352,210,5,339,Employed,45742,Retail
355,353,145,2,340,Unemployed,0,N/A
356,354,86,8,341,Employed,44877,Other
357,355,52,4,342,Employed,54982,Finance
358,356,72,8,343,Employed,72861,Retail
359,357,60,1,344,Employed,60810,Healthcare
360,358,211,3,345,Continuing Education,0,N/A
361,359,155,5,346,Employed,53634,Other
362,360,212,7,347,Employed,86549,IT
363,361,146,2,348,Unemployed,0,N/A
364,362,25,8,349,Employed,45566,Other
365,363,213,4,174,Continuing Education,0,N/A
366,364,16,6,350,Continuing Education,0,N/A
367,365,28,1,351,Employed,69671,Healthcare
368,366,214,3,282,Employed,43160,Engineering
369,367,148,8,352,Continuing Education,0,N/A
370,368,176,3,353,Continuing Education,0,N/A
371,369,24,7,354,Employed,41093,Education
372,370,135,7,228,Unemployed,0,N/A
373,371,127,4,355,Unemployed,0,N/A
374,372,60,3,356,Employed,70620,Education
375,373,102,6,357,Continuing Education,0,N/A
376,374,215,4,358,Continuing Education,0,N/A
377,375,215,3,359,Continuing Education,0,N/A
378,376,22,6,360,Unemployed,0,N/A
379,377,12,1,361,Employed,86463,Education
380,327,193,6,362,Unemployed,0,N/A
381,378,167,8,363,Employed,45452,Education
382,379,119,2,364,Continuing Education,0,N/A
383,380,12,3,365,Employed,92937,Other
384,381,130,8,366,Employed,60259,Other
385,382,147,3,367,Continuing Education,0,N/A
386,383,147,4,368,Unemployed,0,N/A
387,384,5,1,369,Employed,99508,Retail
388,385,57,8,370,Employed,57324,Consulting
389,386,120,3,371,Continuing Education,0,N/A
390,387,216,3,372,Unemployed,0,N/A
391,388,25,5,373,Unemployed,0,N/A
392,389,210,2,374,Employed,52684,IT
393,390,76,6,375,Unemployed,0,N/A
394,391,126,5,376,Unemployed,0,N/A
395,392,138,5,377,Employed,75683,Engineering
396,393,192,2,378,Employed,81390,Engineering
397,394,164,5,379,Employed,50533,Engineering
398,395,26,1,380,Unemployed,0,N/A
399,396,217,6,381,Continuing Education,0,N/A
400,397,107,4,382,Continuing Education,0,N/A
401,398,40,1,383,Employed,36926,IT
402,399,217,4,384,Unemployed,0,N/A
403,400,155,2,385,Employed,62153,IT
404,401,92,3,386,Unemployed,0,N/A
405,402,162,3,387,Continuing Education,0,N/A
406,403,218,1,388,Employed,41372,Healthcare
407,404,219,4,263,Continuing Education,0,N/A
408,405,220,8,389,Continuing Education,0,N/A
409,406,221,3,390,Unemployed,0,N/A
410,407,99,3,391,Continuing Education,0,N/A
411,408,110,3,392,Continuing Education,0,N/A
412,409,60,5,305,Employed,36683,Engineering
413,410,64,4,393,Employed,83411,IT
414,411,77,1,54,Employed,85482,IT
415,412,83,2,394,Continuing Education,0,N/A
416,413,204,4,395,Unemployed,0,N/A
417,414,111,7,396,Employed,57134,Retail
418,415,222,3,397,Employed,45324,Retail
419,416,168,4,398,Continuing Education,0,N/A
420,417,173,8,399,Continuing Education,0,N/A
421,409,63,3,400,Unemployed,0,N/A
422,418,121,6,401,Employed,55423,Retail
423,419,223,1,402,Employed,97066,Engineering
424,420,19,3,403,Continuing Education,0,N/A
425,421,215,3,404,Unemployed,0,N/A
426,422,127,3,405,Unemployed,0,N/A
427,423,68,4,406,Unemployed,0,N/A
428,424,22,3,407,Unemployed,0,N/A
429,425,14,2,408,Employed,62877,Consulting
430,426,111,1,409,Employed,49443,Finance
431,427,85,8,410,Employed,42048,Finance
432,428,224,2,362,Unemployed,0,N/A
433,429,225,7,411,Continuing Education,0,N/A
434,430,25,4,412,Continuing Education,0,N/A
435,431,197,6,331,Unemployed,0,N/A
436,432,14,4,413,Continuing Education,0,N/A
437,433,57,3,414,Continuing Education,0,N/A
438,434,226,5,415,Employed,45077,Healthcare
439,435,11,7,416,Employed,58672,IT
440,436,79,5,417,Employed,52467,IT
441,437,212,4,418,Unemployed,0,N/A
442,438,79,2,419,Unemployed,0,N/A
443,439,74,8,213,Employed,50500,Other
444,440,184,4,420,Employed,46631,Education
445,441,227,6,421,Unemployed,0,N/A
446,442,94,1,422,Employed,64218,Engineering
447,443,228,8,423,Continuing Education,0,N/A
448,444,199,2,424,Unemployed,0,N/A
449,445,227,4,425,Unemployed,0,N/A
450,446,17,3,426,Continuing Education,0,N/A
451,447,12,1,427,Employed,96140,Engineering
452,448,112,6,428,Unemployed,0,N/A
453,449,229,5,429,Employed,85688,Consulting
454,61,230,4,23,Continuing Education,0,N/A
455,450,60,2,430,Unemployed,0,N/A
456,451,175,4,431,Unemployed,0,N/A
457,452,173,3,432,Employed,36279,Other
458,352,231,8,433,Employed,43167,Education
459,453,111,1,434,Employed,53408,Engineering
460,454,232,5,435,Employed,70331,IT
461,455,233,4,436,Unemployed,0,N/A
462,456,148,1,437,Employed,58070,IT
463,457,180,7,438,Employed,42077,Retail
464,458,234,4,439,Employed,41265,Retail
465,459,138,2,440,Employed,87128,Education
466,460,194,5,441,Employed,35569,IT
467,461,138,4,442,Continuing Education,0,N/A
468,462,174,1,443,Employed,101681,Healthcare
469,463,232,8,444,Employed,34687,Retail
470,464,25,8,445,Employed,80474,Healthcare
471,465,235,3,446,Unemployed,0,N/A
472,466,236,5,239,Continuing Education,0,N/A
473,467,146,5,27,Employed,100952,Education
474,468,156,5,447,Employed,82715,Education
475,469,222,2,448,Continuing Education,0,N/A
476,470,19,3,449,Employed,91544,Retail
477,471,32,2,450,Unemployed,0,N/A
478,472,237,5,148,Continuing Education,0,N/A
479,473,191,8,451,Employed,78118,Consulting
480,474,39,4,452,Unemployed,0,N/A
481,475,175,7,453,Unemployed,0,N/A
482,476,238,4,454,Employed,88979,IT
483,477,239,1,455,Employed,51147,Finance
484,478,240,6,456,Employed,46766,Engineering
485,479,241,3,457,Unemployed,0,N/A
486,480,78,8,458,Unemployed,0,N/A
487,481,242,8,459,Continuing Education,0,N/A
488,482,243,3,460,Unemployed,0,N/A
489,483,138,4,461,Employed,85106,Retail
490,484,173,5,462,Employed,40191,Consulting
491,485,197,5,463,Employed,51153,IT
492,486,103,4,464,Unemployed,0,N/A
493,487,244,3,465,Continuing Education,0,N/A
494,488,8,3,466,Unemployed,0,N/A
495,489,151,6,467,Employed,55266,Healthcare
496,490,127,6,468,Employed,60507,Healthcare
497,491,245,1,469,Employed,58382,Education
498,492,232,8,1,Employed,77164,Healthcare
499,493,246,4,470,Unemployed,0,N/A
500,494,204,5,471,Employed,41864,Other
501,495,107,4,472,Employed,56232,Other
502,496,77,5,473,Employed,58208,Education
503,497,145,7,474,Unemployed,0,N/A
504,498,247,4,475,Continuing Education,0,N/A
505,499,140,6,476,Employed,81194,Other
506,500,248,5,477,Continuing Education,0,N/A
507,501,24,6,96,Continuing Education,0,N/A
508,502,125,5,437,Employed,60243,Retail
509,503,107,2,478,Unemployed,0,N/A
510,504,227,1,479,Employed,44701,Finance
511,505,6,5,480,Employed,32260,Finance
512,506,141,4,481,Employed,50810,Education
513,507,76,1,482,Employed,70153,Engineering
514,508,85,3,483,Continuing Education,0,N/A
515,509,60,5,484,Employed,60705,IT
516,510,150,3,485,Unemployed,0,N/A
517,511,10,6,486,Unemployed,0,N/A
518,512,245,3,487,Employed,68460,Other
519,513,199,8,488,Employed,60407,Healthcare
520,514,77,1,489,Employed,92027,Healthcare
521,515,66,4,490,Continuing Education,0,N/A
522,516,30,4,192,Employed,88631,Engineering
523,517,223,3,491,Unemployed,0,N/A
524,518,239,2,492,Unemployed,0,N/A
525,519,119,2,493,Continuing Education,0,N/A
526,520,58,4,494,Employed,44628,Other
527,521,224,4,495,Continuing Education,0,N/A
528,522,42,6,496,Unemployed,0,N/A
529,523,174,5,497,Continuing Education,0,N/A
530,524,249,1,498,Employed,43171,Finance
531,525,250,5,499,Employed,44717,Healthcare
532,526,251,2,500,Continuing Education,0,N/A
533,527,137,3,501,Unemployed,0,N/A
534,528,77,5,293,Employed,87101,Retail
535,529,252,4,502,Unemployed,0,N/A
536,530,62,5,503,Employed,76529,Other
537,531,253,5,504,Employed,79221,Finance
538,532,201,5,505,Employed,52476,Consulting
539,533,8,8,506,Employed,56308,Retail
540,534,254,4,507,Unemployed,0,N/A
541,535,30,7,508,Employed,43855,Finance
542,536,244,2,509,Unemployed,0,N/A
543,537,101,7,216,Employed,88905,Education
544,538,177,7,510,Employed,45300,Retail
545,539,8,6,511,Unemployed,0,N/A
546,540,160,2,512,Employed,43694,IT
547,541,241,7,513,Continuing Education,0,N/A
548,542,25,3,514,Continuing Education,0,N/A
549,543,48,2,515,Continuing Education,0,N/A
550,544,134,4,516,Unemployed,0,N/A
551,545,92,4,12,Continuing Education,0,N/A
552,546,78,5,517,Employed,91746,Education
553,547,148,2,518,Unemployed,0,N/A
554,548,5,3,519,Continuing Education,0,N/A
555,549,44,3,520,Employed,67046,Retail
556,550,231,5,521,Employed,40776,Retail
557,551,255,2,522,Unemployed,0,N/A
558,552,30,3,523,Continuing Education,0,N/A
559,553,256,5,524,Employed,82252,Engineering
560,554,17,3,525,Employed,63491,Healthcare
561,555,44,3,526,Continuing Education,0,N/A
562,556,245,3,527,Employed,50444,Engineering
563,557,257,1,528,Employed,62753,Retail
564,558,144,2,529,Continuing Education,0,N/A
565,559,168,3,530,Unemployed,0,N/A
566,560,122,2,531,Unemployed,0,N/A
567,561,154,5,532,Unemployed,0,N/A
568,562,74,5,533,Unemployed,0,N/A
569,563,3,5,534,Unemployed,0,N/A
570,564,162,1,535,Employed,92986,Engineering
571,565,122,7,536,Continuing Education,0,N/A
572,566,183,4,537,Unemployed,0,N/A
573,567,195,5,538,Unemployed,0,N/A
574,568,167,1,539,Employed,60915,IT
575,569,15,3,540,Unemployed,0,N/A
576,570,24,5,425,Employed,88011,Finance
577,571,178,6,541,Continuing Education,0,N/A
578,572,140,4,542,Unemployed,0,N/A
579,573,162,2,543,Unemployed,0,N/A
580,574,258,1,165,Employed,68112,Finance
581,575,33,8,544,Unemployed,0,N/A
582,576,7,7,545,Employed,79245,Consulting
583,577,181,3,546,Continuing Education,0,N/A
584,578,48,3,547,Employed,57919,IT
585,579,116,3,548,Employed,90866,Engineering
586,580,40,3,549,Continuing Education,0,N/A
587,581,121,5,550,Employed,79856,IT
588,582,254,5,71,Continuing Education,0,N/A
589,583,202,4,551,Continuing Education,0,N/A
590,584,244,5,552,Continuing Education,0,N/A
591,585,148,7,553,Employed,61624,Other
592,586,259,8,554,Continuing Education,0,N/A
593,587,201,4,555,Continuing Education,0,N/A
594,588,103,3,556,Continuing Education,0,N/A
595,589,161,2,557,Continuing Education,0,N/A
596,590,260,5,558,Employed,57454,Engineering
597,591,5,3,559,Continuing Education,0,N/A
598,592,193,1,560,Employed,75718,Retail
599,593,239,1,561,Employed,34099,Consulting
600,594,198,6,562,Continuing Education,0,N/A
601,595,261,6,563,Continuing Education,0,N/A
602,596,116,2,564,Unemployed,0,N/A
603,597,75,7,565,Continuing Education,0,N/A
604,598,160,4,566,Continuing Education,0,N/A
605,599,262,3,567,Unemployed,0,N/A
606,600,19,3,568,Unemployed,0,N/A
607,601,18,7,569,Continuing Education,0,N/A
608,602,232,4,570,Unemployed,0,N/A
609,603,171,5,571,Employed,81902,IT
610,604,55,6,572,Continuing Education,0,N/A
611,605,113,3,573,Employed,62289,Healthcare
612,606,57,5,574,Employed,64203,Education
613,607,256,4,575,Unemployed,0,N/A
614,608,52,2,563,Employed,46377,Finance
615,609,263,3,576,Employed,28592,Retail
616,610,240,8,577,Continuing Education,0,N/A
617,611,87,3,578,Employed,49697,Education
618,612,264,5,579,Employed,48045,Other
619,613,19,5,389,Continuing Education,0,N/A
620,614,140,3,580,Employed,51238,Finance
621,615,4,4,581,Employed,60810,IT
622,616,175,4,582,Employed,89456,Education
623,617,265,2,583,Unemployed,0,N/A
624,618,266,4,584,Continuing Education,0,N/A
625,619,108,1,585,Employed,65252,Education
626,620,62,4,586,Continuing Education,0,N/A
627,621,66,1,587,Employed,42722,IT
628,559,63,4,588,Continuing Education,0,N/A
629,622,4,7,589,Unemployed,0,N/A
630,623,142,4,590,Continuing Education,0,N/A
631,624,16,6,591,Employed,46238,Education
632,625,267,2,592,Employed,47751,IT
633,626,156,1,593,Employed,31706,IT
634,627,239,1,594,Employed,68571,Education
635,628,175,2,595,Unemployed,0,N/A
636,629,107,4,596,Continuing Education,0,N/A
637,630,143,4,597,Employed,64923,Education
638,631,104,3,598,Employed,36410,Education
